No Kel Layanan;MDC;Kelompok layanan;"Kode
ICD";Deskripsi ICD/Nama Penyakit;"Tujuan
Kompetensi"
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.73;"Revision of hip replacement, acetabular liner and/or femoral
head only";Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.80;Revision of knee replacement, total (all components);Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.81;Revision of knee replacement, tibial component;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.82;Revision of knee replacement, femoral component;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.83;Revision of knee replacement, patellar component;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.84;Revision of total knee replacement, tibial insert (liner);Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.85;Resurfacing hip, total, acetabulum and femoral head;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.86;Resurfacing hip, partial, femoral head;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.87;Resurfacing hip, partial, acetabulum;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;02.91;Lysis of cortical adhesions;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;02.99;Other operations on skull, brain, and cerebral meninges;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;03.6;Lysis of adhesions of spinal cord and nerve roots;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;04.44;Release of tarsal tunnel;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;21.83;Total nasal reconstruction;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;27.54;Repair of cleft lip;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;31.74;Revision of tracheostomy;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.79;Revision or relocation of cardiac device pocket;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.85;"Replacement of any type pacemaker device with
single-chamber device, not specified as rate responsive";Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.86;"Replacement of any type of pacemaker device with
single-chamber device, rate responsive";Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.89;Revision or removal of pacemaker device;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.27;Arteriovenostomy for renal dialysis;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.41;Control of hemorrhage following vascular surgery;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;41.2;Splenotomy;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;41.42;Excision of lesion or tissue of spleen;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;41.93;Excision of accessory spleen;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.99;Other operations on stomach;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.00;Incision of intestine, not otherwise specified;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.02;Other incision of small intestine;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.03;Incision of large intestine;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;54.95;Incision of peritoneum;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.01;Sequestrectomy of facial bone;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.32;Limb lengthening procedures, humerus;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.35;Limb lengthening procedures, femur;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.37;Limb lengthening procedures, tibia and fibula;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.05;Arthrotomy for removal of prosthesis without replacement, hip;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.45;Division of joint capsule, ligament, or cartilage, hip;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.82;"Insertion or replacement of pedicle-based dynamic stabilization
device(s)";Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.84;Insertion or replacement of facet replacement device(s);Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.4;Radical excision of skin lesion;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.83;Size reduction plastic operation;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;04.43;Release of carpal tunnel;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;T78.0;Anaphylactic shock due to adverse food reaction;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;T78.2;Anaphylactic shock, unspecified;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;T80.5;Anaphylactic shock due to serum;Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;T88.6;"Anaphylactic shock due adverse effect of correct drug or
medicament properly administered";Madya
20;31;Kelompok Layanan Trauma dan Multiple Trauma;03.59;Other repair and plastic operations on spinal cord structures;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.30;Refusion of spine, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.31;Refusion of atlas-axis spine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.61;"Percutaneous angioplasty or atherectomy of precerebral
(extracranial) vessel(s)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.62;"Percutaneous angioplasty or atherectomy of intracranial
vessel(s)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.21;Incision and drainage of cranial sinus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.23;Reopening of craniotomy site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.24;Other craniotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.39;Other incision of brain;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.52;Hemispherectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;01.53;Lobectomy of brain;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;02.13;Ligation of meningeal vessel;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.31;Resection of vessel with anastomosis, intracranial vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.41;Resection of vessel with replacement, intracranial vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.61;Other excision of vessels, intracranial vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.81;Other surgical occlusion of vessels, intracranial vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.51;Clipping of aneurysm;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.52;Other repair of aneurysm;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.53;Repair of arteriovenous fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;21.89;Other repair and plastic operations on nose;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.2;Local excision or destruction of lesion of facial bone;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.31;Partial mandibulectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.32;Partial maxillectomy/open medial maxillectomy (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.33;Total maxillectomy (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.39;Partial ostectomy of other facial bone;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.41;Total mandibulectomy with synchronous reconstruction;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.42;Other total mandibulectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.43;Other reconstruction of mandible;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.45;Other total ostectomy of other facial bone;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.46;Other reconstruction of other facial bone;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.5;Temporomandibular arthroplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.61;Closed osteoplasty [osteotomy] of mandibular ramus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.62;Open osteoplasty [osteotomy] of mandibular ramus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.63;Osteoplasty [osteotomy] of body of mandible;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.65;Segmental osteoplasty [osteotomy] of maxilla;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.66;Total osteoplasty [osteotomy] of maxilla;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.67;Reduction genioplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.68;Augmentation genioplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.69;Other facial bone repair;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.91;Bone graft to facial bone;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.94;Open reduction of temporomandibular dislocation;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;76.99;Other operations on facial bones and joints;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.50;"Implantation of cardiac resynchronization pacemaker without
mention of defibrillation, total system [CRT-P]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.51;"Implantation of cardiac resynchronization defibrillator, total
system [CRT-D]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.52;"Implantation or replacement of transvenous lead [electrode] into
left ventricular coronary venous system";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.53;"Implantation or replacement of cardiac resynchronization
pacemaker pulse generator only [CRT-P]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;00.54;"Implantation or replacement of cardiac resynchronization
defibrillator pulse generator only [CRT-D]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;34.22;Mediastinoscopy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;34.79;Other repair of chest wall;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.49;Other repair of heart and pericardium;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;37.91;Open chest cardiac massage;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.35;Resection of vessel with anastomosis, other thoracic vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.45;Resection of vessel with replacement, thoracic vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.65;Other excision of vessels, thoracic vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.7;Interruption vena cava;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.85;Other surgical occlusion of vessels, thoracic vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.850;PDA stenting/PDA closure with device (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.23;Other intrathoracic vascular shunt or bypass;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.54;Re-entry operation (aorta);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.09;Other incision of esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.40;Esophagectomy, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.41;Partial esophagectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.42;Total esophagectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.51;Intrathoracic esophagoesophagostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.52;Intrathoracic esophagogastrostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.53;"Intrathoracic esophageal anastomosis with interposition of small
bowel";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.54;Other intrathoracic esophagoenterostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.55;Intrathoracic esophageal anastomosis with interposition of colon;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.56;Other intrathoracic esophagocolostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.58;Intrathoracic esophageal anastomosis with other interposition;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.59;Other intrathoracic anastomosis of esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.61;Antesternal esophagoesophagostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.62;Antesternal esophagogastrostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.63;"Antesternal esophageal anastomosis with interposition of small
bowel";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.64;Other antesternal esophagoenterostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.65;Antesternal esophageal anastomosis with interposition of colon;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.66;Other antesternal esophagocolostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.68;Other antesternal esophageal anastomosis with interposition;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.69;Other antesternal anastomosis of esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.82;Suture of laceration of esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.83;Closure of esophagostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.84;Repair of esophageal fistula, not elsewhere classified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.86;"Production of subcutaneous tunnel without esophageal
anastomosis";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;42.87;Other graft of esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.11;"Application of external fixator device, scapula, clavicle, and
thorax [ribs and sternum]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.41;"Other repair or plastic operations on bone, scapula, clavicle,
and thorax [ribs and sternum]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.51;"Internal fixation of bone without fracture reduction, scapula,
clavicle, and thorax [ribs and sternum]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.61;"Removal of implanted devices from bone, scapula, clavicle, and
thorax [ribs and sternum]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.91;"Insertion of bone growth stimulator, scapula, clavicle and thorax
[ribs and sternum]";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.31;Laparoscopic multiple segmental resection of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.32;Laparoscopic cecectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.33;Laparoscopic right hemicolectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.34;Laparoscopic resection of transverse colon;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.35;Laparoscopic left hemicolectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.36;Laparoscopic sigmoidectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.39;Other laparoscopic partial excision of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;17.63;"Laser interstitial thermal therapy [LITT] of lesion or tissue of
liver under guidance";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.34;Resection of vessel with anastomosis, aorta;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.36;Resection of vessel with anastomosis, abdominal arteries;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.37;Resection of vessel with anastomosis, abdominal veins;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.44;Resection of vessel with replacement, aorta, abdominal;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.46;Resection of vessel with replacement, abdominal arteries;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.47;Resection of vessel with replacement, abdominal veins;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.64;Other excision of vessels, aorta, abdominal;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.66;Other excision of vessels, abdominal arteries;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.67;Other excision of vessels, abdominal veins;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.84;Other surgical occlusion of vessels, aorta, abdominal;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.86;Other surgical occlusion of vessels, abdominal arteries;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.87;Other surgical occlusion of vessels, abdominal veins;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.24;Aorta-renal bypass;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.25;Aorta-iliac-femoral bypass;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.26;Other intra-abdominal vascular shunt or bypass;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.71;Endovascular implantation of graft in abdominal aorta;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.73;Endovascular implantation of graft in thoracic aorta;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.0;Gastrotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.5;Partial gastrectomy with anastomosis to esophagus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.6;Partial gastrectomy with anastomosis to duodenum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.7;Partial gastrectomy with anastomosis to jejunum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.81;Partial gastrectomy with jejunal transposition;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.91;Total gastrectomy with intestinal interposition;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;43.99;Other total gastrectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.11;Transabdominal gastroscopy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.31;High gastric bypass;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.5;Revision of gastric anastomosis;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.63;Closure of other gastric fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.69;Other repair of stomach;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;44.92;Intraoperative manipulation of stomach;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.11;Transabdominal endoscopy of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.21;Transabdominal endoscopy of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.61;Multiple segmental resection of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.62;Other partial resection of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.63;Total removal of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.72;Open and other Cecectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.73;Open and other Right hemicolectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.74;Open and other Resection of transverse colon;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.75;Open and other Left hemicolectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.76;Open and other Sigmoidectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.81;Laparoscopic total intra-abdominal colectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.82;Open total intra-abdominal colectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.83;Other and unspecified total intra-abdominal colectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.91;Small-to-small intestinal anastomosis;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.92;Anastomosis of small intestine to rectal stump;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;45.95;Anastomosis to anus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.01;Exteriorization of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.02;Resection of exteriorized segment of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.03;Exteriorization of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.04;Resection of exteriorized segment of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.10;Colostomy, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.42;Repair of pericolostomy hernia;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.43;Other revision of stoma of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.60;Fixation of intestine, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.61;Fixation of small intestine to abdominal wall;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.62;Other fixation of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.63;Fixation of large intestine to abdominal wall;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.64;Other fixation of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.72;Closure of fistula of duodenum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.73;Suture of laceration of small intestine, except duodenum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.75;Suture of laceration of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.79;Other repair of intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.80;"Intra-abdominal manipulation of intestine, not otherwise
specified";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.81;Intra-abdominal manipulation of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.82;Intra-abdominal manipulation of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.93;Revision of anastomosis of small intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.94;Revision of anastomosis of large intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;46.97;Transplant of intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;47.92;Closure of appendiceal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.21;Transabdominal proctosigmoidoscopy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.40;Pull-through resection of rectum, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.41;Soave submucosal resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.42;Laparoscopic pull-through resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.43;Open pull-through resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.49;Other pull-through resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.50;"Abdominoperineal resection of the rectum, not otherwise
specified";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.51;Laparoscopic abdominoperineal resection of the rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.52;Open abdominoperineal resection of the rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.59;Other abdominoperineal resection of the rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.61;Transsacral rectosigmoidectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.62;Anterior resection of rectum with synchronous colostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.63;Other anterior resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.631;Laparoscopic anterior resection of rectum (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.632;Laparoscopic low anterior resection of rectum (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.64;Posterior resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.65;Duhamel resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.69;Other resection of rectum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.72;Closure of proctostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.73;Closure of other rectal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.74;Rectorectostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;48.93;Repair of perirectal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.6;Excision of anus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.72;Anal cerclage;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.73;Closure of anal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.74;Gracilis muscle transplant for anal incontinence;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.75;Implantation or revision of artificial anal sphincter;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.76;Removal of artificial anal sphincter;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.79;Other repair of anal sphincter;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;49.95;Control of (postoperative) hemorrhage of anus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.0;Hepatotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.22;Partial hepatectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.23;Open ablation of liver lesion or tissue;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.24;Percutaneous ablation of liver lesion or tissue;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.25;Laparoscopic ablation of liver lesion or tissue;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.26;Other and unspecified ablation of liver lesion or tissue;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.29;Other destruction of lesion of liver;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.3;Lobectomy of liver;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;50.69;Other repair of liver;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.31;Anastomosis of gallbladder to hepatic ducts;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.32;Anastomosis of gallbladder to intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.33;Anastomosis of gallbladder to pancreas;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.34;Anastomosis of gallbladder to stomach;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.35;Other gallbladder anastomosis;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.36;Choledochoenterostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.37;Anastomosis of hepatic duct to gastrointestinal tract;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.39;Other bile duct anastomosis;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.42;Common duct exploration for relief of other obstruction;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.43;Insertion of choledochohepatic tube for decompression;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.49;Incision of other bile ducts for relief of obstruction;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.63;Other excision of common duct;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.69;Excision of other bile duct;Utama
